iteration,candidate_total_value,candidate_total_weight
17546,18986,2525
17547,25591,2523
17548,22062,2512
17549,21806,2481
17550,22653,2509
17551,16256,1940
17552,18209,2534
17553,26455,2532
17554,21630,2507
17555,17216,1864
17556,21274,1779
17557,25290,2496
17558,23870,2538
17559,22069,2501
17560,21642,2515
17561,20694,2170
17562,20019,2409
17563,24885,2541
17564,19281,2373
17565,20535,2491
17566,20783,2501
17567,22488,2466
17568,23070,2534
17569,18261,2211
17570,26329,2516
17571,12962,2495
17572,25211,2362
17573,24696,2469
17574,18734,1941
17575,24332,2522
17576,20490,2520
17577,22341,2520
17578,15253,2527
17579,23219,2493
17580,20030,1867
17581,25671,2530
17582,19121,2531
17583,23432,2114
17584,25463,2234
17585,24187,2539
17586,20962,2482
17587,15539,1723
17588,22880,2536
17589,23562,2494
17590,24883,2512
17591,23626,2506
17592,20776,2031
17593,19365,2523
17594,20374,2404
17595,21292,2364
17596,17124,2430
17597,25147,2504
17598,26353,2516
17599,18925,1822
17600,25731,2503
17601,20564,2519
17602,25458,2333
17603,25653,2444
17604,25723,2509
17605,24891,2535
17606,26455,2532
17607,25789,2487
17608,15279,2516
17609,23895,2531
17610,25762,2531
17611,24040,2510
17612,15190,2472
17613,14965,2524
17614,21292,2466
17615,24503,2263
17616,21387,2457
17617,20262,2476
17618,19521,2523
17619,23923,2454
17620,20442,2499
17621,23791,2532
17622,16153,2529
17623,18051,2293
17624,17832,1831
17625,19331,2491
17626,19778,2103
17627,22473,2390
17628,20369,2532
17629,23782,2364
17630,24120,2440
17631,26234,2426
17632,23803,2508
17633,21437,2452
17634,22870,2496
17635,23594,2509
17636,24976,2528
17637,25041,2281
17638,16946,2516
17639,19416,2392
17640,23967,2164
17641,18282,2527
17642,19839,2328
17643,19466,2540
17644,24849,2476
17645,20269,2371
17646,24678,2535
17647,22354,2474
17648,16707,2256
17649,24868,2523
17650,17454,2382
17651,23469,2326
17652,24414,2461
17653,24955,2450
17654,22655,2091
17655,18213,2543
17656,25566,2504
17657,25736,2468
17658,26046,2493
17659,17636,1906
17660,16001,2534
17661,26173,2524
17662,20256,1986
17663,16870,1796
17664,23036,2538
17665,25524,2462
17666,21705,2465
17667,20539,2538
17668,24321,2541
17669,22561,2274
17670,16943,2535
17671,23227,2520
17672,18402,2519
17673,17379,2526
17674,26455,2532
17675,18878,2526
17676,24104,2450
17677,25317,2453
17678,22577,2324
17679,20120,2535
17680,23608,2396
17681,24156,2526
17682,26455,2532
17683,23247,2176
17684,17715,1904
17685,24656,2387
17686,22432,2519
17687,22101,2537
17688,22592,2497
17689,25207,2441
17690,25503,2468
17691,26455,2532
17692,19710,2397
17693,17610,2265
17694,25998,2489
17695,24834,2279
17696,22931,2527
17697,26455,2532
17698,23276,2524
17699,19842,2523
17700,22906,2540
17701,26055,2445
17702,24156,2524
17703,24299,2485
17704,21340,2177
17705,19826,2537
17706,23486,2270
17707,22067,1925
17708,23600,2205
17709,20620,2453
17710,20529,2209
17711,21238,2509
17712,21980,2523
17713,25505,2530
17714,17850,2532
17715,25501,2506
17716,25755,2460
17717,21905,2235
17718,25501,2506
17719,19628,2471
17720,26455,2532
17721,22848,2536
17722,20985,2462
17723,25511,2542
17724,19600,2476
17725,15806,2519
17726,21827,2524
17727,25596,2522
17728,16440,2489
17729,22613,2296
17730,25691,2434
17731,17454,2522
17732,14932,2506
17733,21903,2410
17734,22892,2502
17735,25291,2450
17736,18917,1823
17737,19603,1858
17738,23807,2531
17739,15501,2250
17740,26455,2532
17741,25512,2480
17742,25644,2322
17743,22962,2382
17744,22912,2523
17745,20134,2541
17746,25653,2459
17747,26381,2540
17748,19375,2510
17749,24303,2540
17750,22673,2417
17751,17318,1894
17752,20673,2510
17753,23542,2288
17754,19394,2502
17755,19990,2463
17756,17010,2297
17757,23649,2533
17758,20217,2460
17759,24658,2407
17760,21491,2474
17761,20549,2500
17762,25387,2361
17763,25789,2487
17764,21430,2538
17765,22700,2543
17766,20920,2489
17767,14139,2543
17768,14884,2528
17769,19409,2207
17770,24819,2542
17771,19239,1862
17772,21977,2474
17773,20513,2355
17774,22528,2510
17775,23136,2209
17776,21933,2237
17777,26455,2532
17778,25807,2518
17779,17432,2541
17780,26202,2499
17781,21769,1908
17782,20418,2517
17783,19855,2501
17784,23499,2255
17785,22321,2391
17786,20106,2513
17787,20704,2479
17788,23470,2542
17789,19375,2450
17790,23177,2502
17791,21935,2395
17792,14862,2483
17793,18153,2480
17794,25153,2538
17795,25524,2462
17796,25494,2375
17797,25655,2442
17798,24229,2164
17799,25685,2522
17800,21935,2411
17801,15003,1715
17802,25940,2532
17803,25090,2428
17804,19989,2476
17805,25017,2341
17806,21891,2537
17807,22092,2504
17808,22871,2520
17809,25494,2375
17810,21806,2292
17811,26012,2471
17812,24424,2517
17813,25566,2504
17814,22295,2442
17815,26391,2477
17816,25885,2534
17817,18391,2399
17818,22221,2516
17819,25524,2480
17820,23760,2520
17821,21476,2506
17822,24011,2540
17823,24104,2522
17824,18877,2541
17825,18469,2540
17826,17734,2540
17827,18084,2487
17828,21904,2358
17829,19789,2350
17830,23892,2494
17831,21405,2521
17832,26009,2506
17833,25789,2487
17834,15187,2472
17835,24295,2523
17836,23872,2519
17837,24499,2421
17838,25494,2375
17839,20011,1848
17840,24945,2454
17841,17330,2330
17842,22758,2516
17843,18702,2393
17844,25204,2471
17845,25266,2543
17846,22630,2333
17847,16026,2536
17848,25596,2522
17849,24323,2524
17850,25655,2442
17851,19339,2462
17852,24415,2493
17853,22125,2158
17854,25384,2480
17855,24754,2532
17856,20581,1822
17857,25669,2495
17858,26202,2499
17859,15714,2539
17860,22145,2442
17861,16493,2519
17862,19090,2375
17863,23462,2136
17864,25383,2501
17865,17800,2293
17866,25789,2487
17867,21393,2216
17868,23354,2539
17869,23035,2502
17870,22403,2352
17871,16720,2531
17872,17426,1765
17873,18514,2521
17874,20629,2471
17875,16966,2386
17876,22755,2538
17877,16071,2429
17878,20470,2541
17879,24569,2538
17880,25760,2539
17881,20381,2129
17882,25053,2464
17883,21552,2358
17884,25653,2523
17885,17567,2536
17886,21521,2052
17887,22477,2402
17888,18419,2542
17889,16110,1814
17890,22305,2498
17891,19767,2000
17892,25988,2456
17893,23952,2515
17894,20240,2389
17895,20181,2244
17896,24573,2448
17897,24042,2443
17898,24751,2424
17899,23235,2410
17900,22516,2527
17901,14347,2495
17902,23159,2373
17903,19459,2511
17904,25468,2523
17905,25343,2489
17906,17770,2527
17907,15092,2538
17908,21259,2291
17909,23530,2542
17910,18841,2529
17911,25596,2458
17912,20673,2535
17913,18183,2436
17914,21016,2297
17915,25644,2525
17916,21666,2520
17917,24072,2543
17918,21769,2277
17919,24060,2458
17920,22421,2357
17921,22585,2535
17922,23752,2125
17923,17900,2370
17924,18202,2527
17925,21761,2488
17926,19718,2537
17927,17355,2417
17928,25596,2536
17929,23425,2510
17930,17913,2454
17931,24731,2514
17932,22757,2042
17933,23162,2535
17934,24433,2529
17935,23338,2475
17936,24777,2468
17937,26455,2532
17938,22667,2542
17939,17120,2533
17940,23912,2489
17941,22995,2525
17942,24513,2416
17943,23164,2498
17944,15405,2540
17945,15537,2472
17946,25689,2368
17947,21505,2481
17948,17889,2493
17949,22414,2262
17950,22741,2370
17951,22991,2500
17952,22941,2362
17953,24694,2533
17954,20390,2543
17955,24997,2474
17956,23790,2393
17957,18930,1709
17958,22990,2162
17959,25078,2428
17960,24437,2359
17961,20964,2218
17962,21064,2527
17963,24163,2415
17964,23933,2472
17965,25536,2498
17966,22483,2543
17967,18888,2498
17968,21278,2225
17969,24461,2416
17970,19822,2491
17971,20405,1934
17972,20949,2113
17973,20190,1804
17974,26172,2513
17975,23769,2426
17976,13404,1738
17977,22906,2475
17978,25544,2513
17979,19577,2139
17980,17188,2269
17981,13591,2529
17982,16813,1766
17983,21040,2488
17984,15458,2533
17985,22771,2261
17986,24038,2486
17987,16475,2495
17988,26327,2517
17989,14957,2539
17990,22113,2526
17991,22118,2248
17992,15958,2477
17993,23760,2314
17994,22781,2502
17995,25596,2458
17996,18807,2368
17997,16002,2530
17998,22103,2155
17999,16927,2520
18000,23742,2361
18001,24565,2492
18002,22902,2486
18003,22156,2337
18004,19769,2540
18005,19588,2522
18006,19945,2495
18007,24914,2345
18008,26455,2532
18009,19543,2418
18010,22549,2406
18011,18240,2361
18012,21406,2452
18013,25555,2335
18014,14240,2265
18015,20339,2387
18016,16011,2541
18017,21706,2488
18018,19015,2450
18019,26455,2532
18020,23347,2542
18021,23615,2541
18022,18266,2260
18023,15465,2509
18024,26455,2532
18025,18378,2155
18026,19787,2542
18027,22694,2246
18028,22745,2127
18029,25685,2511
18030,18370,1977
18031,26009,2506
18032,16595,1781
18033,18664,2378
18034,14771,2517
18035,25982,2494
18036,23686,2166
18037,23773,2520
18038,15463,2476
18039,20552,2386
18040,16066,2284
18041,21131,2323
18042,19667,2541
18043,17469,2492
18044,25599,2461
18045,25432,2521
18046,25709,2526
18047,17725,2533
18048,18102,2514
18049,21972,2400
18050,16324,2332
18051,26202,2499
18052,19854,2532
18053,16703,2353
18054,26202,2499
18055,20244,2530
18056,23508,2253
18057,16668,2347
18058,22813,2472
18059,22437,2540
18060,21824,2201
18061,20721,2247
18062,24659,2482
18063,24921,2503
18064,17853,2528
18065,24442,2305
18066,22061,2442
18067,25544,2513
18068,20820,2374
18069,24049,2427
18070,16897,2529
18071,14290,2479
18072,26329,2516
18073,25731,2503
18074,21178,2529
18075,26455,2532
18076,25814,2486
18077,23939,2528
18078,18893,2496
18079,21576,2374
18080,21893,2337
18081,23171,2522
18082,26455,2532
18083,18477,2389
18084,22148,2536
18085,18828,2400
18086,25409,2468
18087,25457,2351
18088,20075,2371
18089,23894,2345
18090,25814,2486
18091,18603,2536
18092,19537,2535
18093,25524,2462
18094,22378,2354
18095,24130,2533
18096,21111,2233
18097,24699,2136
18098,17709,2480
18099,25070,2532
18100,25913,2488
18101,25524,2462
18102,16872,2480
18103,22666,2485
18104,25685,2511
18105,22750,2517
18106,13747,2498
18107,24843,2463
18108,19450,2509
18109,24492,2541
18110,21372,2534
18111,23155,2509
18112,25457,2351
18113,18780,2517
18114,25045,2298
18115,21501,2532
18116,23950,2291
18117,26006,2380
18118,15756,2427
18119,16527,2421
18120,12791,2469
18121,19327,1938
18122,22643,2461
18123,25431,2498
18124,15384,2525
18125,23263,2247
18126,24515,2464
18127,25655,2442
18128,24441,2417
18129,24006,2497
18130,25685,2511
18131,25924,2543
18132,24608,2524
18133,25547,2435
18134,15982,2526
18135,23690,2359
18136,24924,2395
18137,15752,2519
18138,21066,2278
18139,21041,1993
18140,19746,2405
18141,24379,2268
18142,18606,2482
18143,25542,2322
18144,16079,2416
18145,13068,2214
18146,23102,2527
18147,25099,2534
18148,20873,2288
18149,19815,2500
18150,17632,2525
18151,26141,2372
18152,21378,2516
18153,17294,2495
18154,25475,2189
18155,26329,2516
18156,25048,2341
18157,14173,2533
18158,23873,2507
18159,20777,2503
18160,23194,2205
18161,20392,2466
18162,20432,2536
18163,25503,2468
18164,21575,2533
18165,25068,2507
18166,16890,2536
18167,20466,2538
18168,20110,2366
18169,25475,2189
18170,25429,2529
18171,22596,2260
18172,16724,2530
18173,25789,2487
18174,23081,2243
18175,23200,2527
18176,22929,2394
18177,19564,2431
18178,17725,2516
18179,25188,2537
18180,24678,2464
18181,24100,2369
18182,19045,1745
18183,20218,2493
18184,21766,2528
18185,25475,2189
18186,25789,2487
18187,22350,2488
18188,18875,1841
18189,20133,2534
18190,21616,2532
18191,18339,2020
18192,23070,2246
18193,19802,2175
18194,20867,2432
18195,19716,1753
18196,21868,2000
18197,21639,2024
18198,14054,2505
18199,18330,2529
18200,21403,2069
18201,23245,2415
18202,21160,2409
18203,23713,2540
18204,17501,2374
18205,24577,2534
18206,17096,2513
18207,18699,2233
18208,22546,2376
18209,21041,2510
18210,18966,2490
18211,22760,2235
18212,19794,2378
18213,15406,2523
18214,21813,2542
18215,18669,2488
18216,19172,2518
18217,17026,1857
18218,24261,2516
18219,18738,2252
18220,26012,2471
18221,20353,2488
18222,23909,2503
18223,25736,2384
18224,23606,2269
18225,21339,2161
18226,16203,2244
18227,21910,2452
18228,18966,2493
18229,17634,1903
18230,18450,2437
18231,25011,2325
18232,20746,2304
18233,12493,2449
18234,24873,2480
18235,18916,2445
18236,19914,2069
18237,26353,2516
18238,22911,2269
18239,24210,2387
18240,23922,2532
18241,14395,2488
18242,25681,2531
18243,26455,2532
18244,21406,2543
18245,21277,2525
18246,22700,2354
18247,19496,2510
18248,15774,2517
18249,16541,2216
18250,22483,2530
18251,19260,2375
18252,26353,2482
18253,24477,2433
18254,25629,2514
18255,22683,2536
18256,20733,2523
18257,24702,2529
18258,21403,2485
18259,22465,2530
18260,21215,2509
18261,20115,2413
18262,19021,2526
18263,21700,2516
18264,19182,1882
18265,17275,2529
18266,21733,2540
18267,20402,2218
18268,21548,2438
18269,25576,2454
18270,22066,2480
18271,22968,2512
18272,16076,2526
18273,19724,1998
18274,22616,2349
18275,20542,2511
18276,18400,2147
18277,25475,2189
18278,24293,2534
18279,21715,2454
18280,24759,2516
18281,17457,2015
18282,20628,2465
18283,19869,2442
18284,21683,1907
18285,24711,2495
18286,21562,2137
18287,25755,2460
18288,19521,1877
18289,23586,2302
18290,23216,2288
18291,18624,2444
18292,17617,2512
18293,23881,2338
18294,20695,2202
18295,15872,2347
18296,15831,2384
18297,19769,2060
18298,21960,2530
18299,23938,2516
18300,21078,2474
18301,19398,2517
18302,22355,2521
18303,21159,2528
18304,25494,2500
18305,23371,2344
18306,21754,2125
18307,15211,2435
18308,22558,2304
18309,17077,2470
18310,14232,2521
18311,23834,2503
18312,22507,2524
18313,24401,2531
18314,26173,2524
18315,23502,2520
18316,19753,2541
18317,22402,2079
18318,21373,2519
18319,21455,2533
18320,20354,2469
18321,25913,2488
18322,19592,2225
18323,20687,2535
18324,22508,2534
18325,24639,2414
18326,23570,2253
18327,25214,2498
18328,17750,2519
18329,26059,2510
18330,26329,2516
18331,20511,2531
18332,21757,1674
18333,17837,2506
18334,15653,2466
18335,21851,2529
18336,20949,2229
18337,25566,2504
18338,14155,2541
18339,22335,2501
18340,23067,2496
18341,25209,2511
18342,19923,2144
18343,23275,2327
18344,15761,2508
18345,20111,2518
18346,20007,2536
18347,18122,1628
18348,24166,2531
18349,25524,2462
18350,25511,2542
18351,20831,2511
18352,24386,2541
18353,20337,2228
18354,16209,2432
18355,17066,2472
18356,24247,2338
18357,25503,2468
18358,18115,2384
18359,16428,2541
18360,24693,2297
18361,23822,2424
18362,21290,2512
18363,19808,2520
18364,25560,2329
18365,22089,2189
18366,23635,2531
18367,22335,2102
18368,21148,2524
18369,19459,2505
18370,14594,2467
18371,23126,2437
18372,19349,2430
18373,15944,2514
18374,23938,2507
18375,24281,2241
18376,25114,2491
18377,24681,2510
18378,22935,2520
18379,25350,2363
18380,25566,2504
18381,24127,2215
18382,14880,2489
18383,25691,2434
18384,20498,2524
18385,14880,1670
18386,24879,2532
18387,25378,2442
18388,26329,2516
18389,20385,2468
18390,18182,2417
18391,20788,2491
18392,24189,2514
18393,23958,2465
18394,20903,2524
18395,25197,2524
18396,21449,2541
18397,23045,2427
18398,25998,2489
18399,14751,2537
18400,22286,2394
18401,20721,2251
18402,26173,2524
18403,26327,2517
18404,23923,2403
18405,16510,2479
18406,26212,2489
18407,22661,2528
18408,25123,2443
18409,20391,2321
18410,20939,2413
18411,25755,2460
18412,20556,2518
18413,22168,2254
18414,17782,2021
18415,24841,2514
18416,22850,2223
18417,23517,2220
18418,24423,2537
18419,17403,2314
18420,15931,2525
18421,15631,2522
18422,23731,2534
18423,24764,2444
18424,22182,2503
18425,23328,2492
18426,21599,2249
18427,15649,2327
18428,24028,2276
18429,25566,2504
18430,25512,2480
18431,21808,2400
18432,20010,2464
18433,20814,2010
18434,21485,2530
18435,25016,2541
18436,26185,2510
18437,24333,2534
18438,24913,2505
18439,24490,2319
18440,23989,2478
18441,22559,2539
18442,23794,2485
18443,22606,2464
18444,25731,2503
18445,24145,2484
18446,20837,2521
18447,25896,2473
18448,16389,2360
18449,17276,2311
18450,17662,2455
18451,25120,2439
18452,19616,2207
18453,25631,2480
18454,23438,2041
18455,19424,2507
18456,22333,2349
18457,20177,2103
18458,20617,2526
18459,19970,2530
18460,19908,1898
18461,24020,2534
18462,21793,2424
18463,22881,2523
18464,24106,2189
18465,16202,2261
18466,19861,2526
18467,18483,2526
18468,21452,2368
18469,24782,2486
18470,25299,2520
18471,18937,2253
18472,24545,2456
18473,25596,2458
18474,21570,2221
18475,24031,2429
18476,23836,2496
18477,21011,2428
18478,22782,2506
18479,19098,2515
18480,25570,2383
18481,20647,2403
18482,19559,2505
18483,25544,2513
18484,16194,2268
18485,24000,2281
18486,23467,2246
18487,25565,2418
18488,20525,1726
18489,25041,2521
18490,21456,2362
18491,17889,2536
18492,21600,2536
